Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer ID,Country,Total Price,DayOfWeek Num,DayOfWeek Name,IsWeekend,Flag For Review
489441,84029E,Red woolly hottie white heart.,36,2009-12-01 09:44:00,2.95,18087.0,United Kingdom,106.2,1,Tuesday,False,False
489441,22111,Scottie dog hot water bottle,48,2009-12-01 09:44:00,4.25,18087.0,United Kingdom,204.0,1,Tuesday,False,False
489442,21955,Union jack guns & roses  doormat,2,2009-12-01 09:46:00,6.75,13635.0,United Kingdom,13.5,1,Tuesday,False,False
489442,22111,Scottie dog hot water bottle,3,2009-12-01 09:46:00,4.95,13635.0,United Kingdom,14.850000000000001,1,Tuesday,False,False
489442,22296,Heart ivory trellis large,12,2009-12-01 09:46:00,1.65,13635.0,United Kingdom,19.799999999999997,1,Tuesday,False,False
489442,84899E,Yellow + brown bear felt purse kit,12,2009-12-01 09:46:00,1.25,13635.0,United Kingdom,15.0,1,Tuesday,False,False
489442,22271,Feltcraft doll rosie,6,2009-12-01 09:46:00,2.95,13635.0,United Kingdom,17.700000000000003,1,Tuesday,False,False
489442,22272,Feltcraft doll maria,6,2009-12-01 09:46:00,2.95,13635.0,United Kingdom,17.700000000000003,1,Tuesday,False,False
489442,85123A,White hanging heart t-light holder,6,2009-12-01 09:46:00,2.95,13635.0,United Kingdom,17.700000000000003,1,Tuesday,False,False
489442,21582,Kings choice small tube matches,20,2009-12-01 09:46:00,1.65,13635.0,United Kingdom,33.0,1,Tuesday,False,False
489442,21586,Kings choice giant tube matches,12,2009-12-01 09:46:00,2.55,13635.0,United Kingdom,30.599999999999998,1,Tuesday,False,False
489442,21590,Kings choice cigar box matches,48,2009-12-01 09:46:00,1.25,13635.0,United Kingdom,60.0,1,Tuesday,False,False
489442,22091,Empire tissue box,12,2009-12-01 09:46:00,1.25,13635.0,United Kingdom,15.0,1,Tuesday,False,False
489442,84251J,"Greeting card, the black cat",12,2009-12-01 09:46:00,0.42,13635.0,United Kingdom,5.04,1,Tuesday,False,False
489442,22024,Rainy ladies birthday card,12,2009-12-01 09:46:00,0.42,13635.0,United Kingdom,5.04,1,Tuesday,False,False
489442,22026,Banquet birthday  card,12,2009-12-01 09:46:00,0.42,13635.0,United Kingdom,5.04,1,Tuesday,False,False
489442,22029,Space boy birthday card,12,2009-12-01 09:46:00,0.42,13635.0,United Kingdom,5.04,1,Tuesday,False,False
489442,22025,Ring of roses birthday card,12,2009-12-01 09:46:00,0.42,13635.0,United Kingdom,5.04,1,Tuesday,False,False
489442,22031,Botanical lavender birthday card,12,2009-12-01 09:46:00,0.42,13635.0,United Kingdom,5.04,1,Tuesday,False,False
489442,21428,Set3 book box green gingham flower,4,2009-12-01 09:46:00,4.25,13635.0,United Kingdom,17.0,1,Tuesday,False,False
489442,21430,Set/3 red gingham rose storage box,4,2009-12-01 09:46:00,3.75,13635.0,United Kingdom,15.0,1,Tuesday,False,False
489442,21916,Set 12 retro white chalk sticks,24,2009-12-01 09:46:00,0.42,13635.0,United Kingdom,10.08,1,Tuesday,False,False
489442,21790,Vintage snap cards,12,2009-12-01 09:46:00,0.85,13635.0,United Kingdom,10.2,1,Tuesday,False,False
489442,21888,Bingo set,8,2009-12-01 09:46:00,3.75,13635.0,United Kingdom,30.0,1,Tuesday,False,False
489442,85178,Victorian sewing kit,12,2009-12-01 09:46:00,1.25,13635.0,United Kingdom,15.0,1,Tuesday,False,False
489443,20754,Retro red spotty washing up gloves,6,2009-12-01 09:50:00,2.1,14110.0,United Kingdom,12.600000000000001,1,Tuesday,False,False
489443,21035,Set/2 red spotty tea towels,12,2009-12-01 09:50:00,2.95,14110.0,United Kingdom,35.400000000000006,1,Tuesday,False,False
489443,22041,"Record frame 7"" single size",48,2009-12-01 09:50:00,2.1,14110.0,United Kingdom,100.80000000000001,1,Tuesday,False,False
489443,82001S,Vinyl record frame silver,24,2009-12-01 09:50:00,3.39,14110.0,United Kingdom,81.36,1,Tuesday,False,False
489443,82580,Bathroom metal sign,12,2009-12-01 09:50:00,0.55,14110.0,United Kingdom,6.6000000000000005,1,Tuesday,False,False
489443,85150,Ladies & gentlemen metal sign,12,2009-12-01 09:50:00,2.55,14110.0,United Kingdom,30.599999999999998,1,Tuesday,False,False
489443,21041,Red spotty oven glove double,6,2009-12-01 09:50:00,2.95,14110.0,United Kingdom,17.700000000000003,1,Tuesday,False,False
489444,POST,Postage,1,2009-12-01 09:55:00,141.0,12636.0,Usa,141.0,1,Tuesday,False,False
489445,35916C,Pink felt hanging heart w flower,12,2009-12-01 09:57:00,0.85,17519.0,United Kingdom,10.2,1,Tuesday,False,False
489445,35916B,Blue felt hanging heart w flower,12,2009-12-01 09:57:00,0.85,17519.0,United Kingdom,10.2,1,Tuesday,False,False
489445,22321,Bird decoration red spot,24,2009-12-01 09:57:00,0.85,17519.0,United Kingdom,20.4,1,Tuesday,False,False
489445,22130,Party cone christmas decoration,12,2009-12-01 09:57:00,0.85,17519.0,United Kingdom,10.2,1,Tuesday,False,False
489445,22180,Retro spot lamp,2,2009-12-01 09:57:00,9.95,17519.0,United Kingdom,19.9,1,Tuesday,False,False
489445,22128,Party cones candy assorted,12,2009-12-01 09:57:00,1.25,17519.0,United Kingdom,15.0,1,Tuesday,False,False
489445,22163,Heart string memo holder hanging,6,2009-12-01 09:57:00,2.95,17519.0,United Kingdom,17.700000000000003,1,Tuesday,False,False
489445,35951,Folkart bauble christmas decoration,48,2009-12-01 09:57:00,0.38,17519.0,United Kingdom,18.240000000000002,1,Tuesday,False,False
489445,22253,6 crochet strawberries,12,2009-12-01 09:57:00,1.25,17519.0,United Kingdom,15.0,1,Tuesday,False,False
489445,84988,Set of 72 pink heart paper doilies,12,2009-12-01 09:57:00,1.45,17519.0,United Kingdom,17.4,1,Tuesday,False,False
489445,22219,Lovebird hanging decoration white,24,2009-12-01 09:57:00,0.85,17519.0,United Kingdom,20.4,1,Tuesday,False,False
489445,18097C,White tall porcelain t-light holder,6,2009-12-01 09:57:00,2.55,17519.0,United Kingdom,15.299999999999999,1,Tuesday,False,False
489445,22138,Baking set 9 piece retrospot,3,2009-12-01 09:57:00,4.95,17519.0,United Kingdom,14.850000000000001,1,Tuesday,False,False
489445,21299,Edwardian toilet roll unit,1,2009-12-01 09:57:00,12.75,17519.0,United Kingdom,12.75,1,Tuesday,False,False
489445,21099,Set/6 strawberry paper cups,24,2009-12-01 09:57:00,0.65,17519.0,United Kingdom,15.600000000000001,1,Tuesday,False,False
489445,21085,Set/6 woodland paper cups,24,2009-12-01 09:57:00,0.65,17519.0,United Kingdom,15.600000000000001,1,Tuesday,False,False
489445,21929,Jumbo bag pink vintage paisley,10,2009-12-01 09:57:00,1.95,17519.0,United Kingdom,19.5,1,Tuesday,False,False
489445,22241,"Garland , wooden  "" happy easter""",24,2009-12-01 09:57:00,1.25,17519.0,United Kingdom,30.0,1,Tuesday,False,False
489445,21091,Set/6 woodland paper plates,12,2009-12-01 09:57:00,0.85,17519.0,United Kingdom,10.2,1,Tuesday,False,False
489446,21733,Red hanging heart t-light holder,32,2009-12-01 10:06:00,2.55,13758.0,United Kingdom,81.6,1,Tuesday,False,False
489446,85123A,White hanging heart t-light holder,32,2009-12-01 10:06:00,2.55,13758.0,United Kingdom,81.6,1,Tuesday,False,False
489446,22178,Victorian glass hanging t-light,12,2009-12-01 10:06:00,1.25,13758.0,United Kingdom,15.0,1,Tuesday,False,False
489446,22125,Union jack hot water bottle,12,2009-12-01 10:06:00,5.95,13758.0,United Kingdom,71.4,1,Tuesday,False,False
489446,21671,Red spot ceramic drawer knob,12,2009-12-01 10:06:00,1.25,13758.0,United Kingdom,15.0,1,Tuesday,False,False
489446,22086,Paper chain kit 50's christmas,12,2009-12-01 10:06:00,2.95,13758.0,United Kingdom,35.400000000000006,1,Tuesday,False,False
489446,22111,Scottie dog hot water bottle,6,2009-12-01 10:06:00,4.95,13758.0,United Kingdom,29.700000000000003,1,Tuesday,False,False
489446,22112,Chocolate hot water bottle,12,2009-12-01 10:06:00,4.95,13758.0,United Kingdom,59.400000000000006,1,Tuesday,False,False
489446,22294,Heart filigree dove  small,24,2009-12-01 10:06:00,1.25,13758.0,United Kingdom,30.0,1,Tuesday,False,False
489446,22199,Frying pan red polkadot,4,2009-12-01 10:06:00,4.25,13758.0,United Kingdom,17.0,1,Tuesday,False,False
489446,22083,Paper chain kit retro spot,24,2009-12-01 10:06:00,2.95,13758.0,United Kingdom,70.80000000000001,1,Tuesday,False,False
489446,22114,Hot water bottle tea and sympathy,12,2009-12-01 10:06:00,3.95,13758.0,United Kingdom,47.400000000000006,1,Tuesday,False,False
489446,21485,Red spot heart hot water bottle,12,2009-12-01 10:06:00,4.95,13758.0,United Kingdom,59.400000000000006,1,Tuesday,False,False
489446,21928,Jumbo bag scandinavian paisley,10,2009-12-01 10:06:00,1.95,13758.0,United Kingdom,19.5,1,Tuesday,False,False
489446,21929,Jumbo bag pink vintage paisley,10,2009-12-01 10:06:00,1.95,13758.0,United Kingdom,19.5,1,Tuesday,False,False
489446,85099B,Jumbo bag red white spotty,20,2009-12-01 10:06:00,1.95,13758.0,United Kingdom,39.0,1,Tuesday,False,False
489446,22356,"Charlotte bag , pink/white spots",10,2009-12-01 10:06:00,0.85,13758.0,United Kingdom,8.5,1,Tuesday,False,False
489446,20724,Red spotty charlotte bag,10,2009-12-01 10:06:00,0.85,13758.0,United Kingdom,8.5,1,Tuesday,False,False
489446,21590,Kings choice cigar box matches,24,2009-12-01 10:06:00,1.25,13758.0,United Kingdom,30.0,1,Tuesday,False,False
489446,21592,Retro spot  cigar box matches,24,2009-12-01 10:06:00,1.25,13758.0,United Kingdom,30.0,1,Tuesday,False,False
489446,20725,Lunch bag red spotty,10,2009-12-01 10:06:00,1.65,13758.0,United Kingdom,16.5,1,Tuesday,False,False
489446,20728,Lunch bag cars blue,10,2009-12-01 10:06:00,1.65,13758.0,United Kingdom,16.5,1,Tuesday,False,False
489446,20726,Lunch bag woodland,10,2009-12-01 10:06:00,1.65,13758.0,United Kingdom,16.5,1,Tuesday,False,False
489446,20754,Retro red spotty washing up gloves,12,2009-12-01 10:06:00,2.1,13758.0,United Kingdom,25.200000000000003,1,Tuesday,False,False
489446,21217,Red spotty round cake tins,12,2009-12-01 10:06:00,8.95,13758.0,United Kingdom,107.39999999999999,1,Tuesday,False,False
489446,22195,Large heart measuring spoons,12,2009-12-01 10:06:00,1.65,13758.0,United Kingdom,19.799999999999997,1,Tuesday,False,False
489446,85066,Cream sweetheart mini chest,2,2009-12-01 10:06:00,12.75,13758.0,United Kingdom,25.5,1,Tuesday,False,False
489447,POST,Postage,1,2009-12-01 10:10:00,130.0,12362.0,Belgium,130.0,1,Tuesday,False,False
489448,20827,Gold aperitif glass,48,2009-12-01 10:18:00,2.12,15413.0,United Kingdom,101.76,1,Tuesday,False,False
489448,20825,Gold wine glass,48,2009-12-01 10:18:00,3.39,15413.0,United Kingdom,162.72,1,Tuesday,False,False
489448,20823,Gold wine goblet,48,2009-12-01 10:18:00,4.25,15413.0,United Kingdom,204.0,1,Tuesday,False,False
489448,20826,Silver aperitif glass,48,2009-12-01 10:18:00,2.12,15413.0,United Kingdom,101.76,1,Tuesday,False,False
489450,22087,Paper bunting white lace,12,2009-12-01 10:36:00,2.95,16321.0,Australia,35.400000000000006,1,Tuesday,False,False
489450,85206A,Cream felt easter egg basket,6,2009-12-01 10:36:00,1.65,16321.0,Australia,9.899999999999999,1,Tuesday,False,False
489450,21895,Potting shed sow 'n' grow set,4,2009-12-01 10:36:00,4.25,16321.0,Australia,17.0,1,Tuesday,False,False
489450,21896,Potting shed twine,6,2009-12-01 10:36:00,2.1,16321.0,Australia,12.600000000000001,1,Tuesday,False,False
489450,22083,Paper chain kit retro spot,12,2009-12-01 10:36:00,2.95,16321.0,Australia,35.400000000000006,1,Tuesday,False,False
489450,21871,Save the planet mug,12,2009-12-01 10:36:00,1.25,16321.0,Australia,15.0,1,Tuesday,False,False
489450,84946,Antique silver tea glass etched,12,2009-12-01 10:36:00,1.25,16321.0,Australia,15.0,1,Tuesday,False,False
489450,84970S,Hanging heart zinc t-light holder,24,2009-12-01 10:36:00,0.85,16321.0,Australia,20.4,1,Tuesday,False,False
489450,22090,Paper bunting retro spots,12,2009-12-01 10:36:00,2.95,16321.0,Australia,35.400000000000006,1,Tuesday,False,False
489460,79323P,Pink cherry lights,8,2009-12-01 10:46:00,6.75,16167.0,United Kingdom,54.0,1,Tuesday,False,False
489460,21977,Pack of 60 pink paisley cake cases,24,2009-12-01 10:46:00,0.55,16167.0,United Kingdom,13.200000000000001,1,Tuesday,False,False
489460,84991,60 teatime fairy cake cases,24,2009-12-01 10:46:00,0.55,16167.0,United Kingdom,13.200000000000001,1,Tuesday,False,False
489460,22274,Feltcraft doll emily,6,2009-12-01 10:46:00,2.95,16167.0,United Kingdom,17.700000000000003,1,Tuesday,False,False
489460,22273,Feltcraft doll molly,6,2009-12-01 10:46:00,2.95,16167.0,United Kingdom,17.700000000000003,1,Tuesday,False,False
489460,22179,Set 10 lights night owl,4,2009-12-01 10:46:00,6.75,16167.0,United Kingdom,27.0,1,Tuesday,False,False
489460,22320,Birds mobile vintage design,3,2009-12-01 10:46:00,5.95,16167.0,United Kingdom,17.85,1,Tuesday,False,False
489460,22232,3 piece jigsaw toadstools,8,2009-12-01 10:46:00,1.65,16167.0,United Kingdom,13.2,1,Tuesday,False,False
489460,84598,Boys alphabet iron on patches,576,2009-12-01 10:46:00,0.21,16167.0,United Kingdom,120.96,1,Tuesday,False,False
489460,79323W,White cherry lights,8,2009-12-01 10:46:00,6.75,16167.0,United Kingdom,54.0,1,Tuesday,False,False
489460,22138,Baking set 9 piece retrospot,3,2009-12-01 10:46:00,4.95,16167.0,United Kingdom,14.850000000000001,1,Tuesday,False,False
489460,22139,Retro spot tea set ceramic 11 pc,3,2009-12-01 10:46:00,4.95,16167.0,United Kingdom,14.850000000000001,1,Tuesday,False,False
489460,79323S,Silver cherry lights,4,2009-12-01 10:46:00,6.75,16167.0,United Kingdom,27.0,1,Tuesday,False,False
489460,21731,Red toadstool led night light,12,2009-12-01 10:46:00,1.65,16167.0,United Kingdom,19.799999999999997,1,Tuesday,False,False
489460,84568,Girls alphabet iron on patches,288,2009-12-01 10:46:00,0.21,16167.0,United Kingdom,60.48,1,Tuesday,False,False
489461,21668,Red stripe ceramic drawer knob,24,2009-12-01 10:49:00,1.25,17865.0,United Kingdom,30.0,1,Tuesday,False,False
489461,21669,Blue stripe ceramic drawer knob,24,2009-12-01 10:49:00,1.25,17865.0,United Kingdom,30.0,1,Tuesday,False,False
489461,21670,Blue spot ceramic drawer knob,24,2009-12-01 10:49:00,1.25,17865.0,United Kingdom,30.0,1,Tuesday,False,False
489461,21671,Red spot ceramic drawer knob,24,2009-12-01 10:49:00,1.25,17865.0,United Kingdom,30.0,1,Tuesday,False,False
489461,21672,White spot red ceramic drawer knob,24,2009-12-01 10:49:00,1.25,17865.0,United Kingdom,30.0,1,Tuesday,False,False
489461,21673,White spot blue ceramic drawer knob,24,2009-12-01 10:49:00,1.25,17865.0,United Kingdom,30.0,1,Tuesday,False,False
489461,22125,Union jack hot water bottle,3,2009-12-01 10:49:00,5.95,17865.0,United Kingdom,17.85,1,Tuesday,False,False
